id,num_user,num_critic,imdb_score,num_votes,facebook_likes
915,344,61,7.6,29323,0
916,188,91,6.3,53251,0
917,450,181,4.6,49874,0
918,189,222,7.3,152247,0
919,619,121,7.0,83560,32000
920,158,291,6.8,57210,13000
921,151,148,6.1,140740,0
922,55,31,6.5,2419,304
923,73,49,4.9,10883,448
924,13,29,2.6,2978,2000
925,42,16,2.7,5579,0
926,98,107,4.5,31649,2000
927,47,79,6.7,3077,10000
928,134,258,6.5,83097,12000
929,186,348,6.9,40425,0
930,281,324,6.1,108843,54000
931,80,19,6.1,10734,887
932,150,99,5.9,18404,0
933,418,137,7.3,59474,0
934,19,39,5.2,6256,936
935,3,19,7.0,113,126
936,1191,318,7.9,157857,12000
937,71,118,6.8,17436,0
938,208,119,6.8,28542,0
939,317,111,6.7,35718,0
940,216,116,6.2,44168,989
941,103,111,6.2,32002,0
942,164,97,5.7,60910,0
943,19,38,6.6,926,359
944,90,65,6.4,13485,698
945,344,125,6.1,87351,2000
946,589,377,7.7,301279,12000
947,529,253,7.6,186977,13000
948,47,19,4.2,4322,419
949,89,90,5.4,23072,0
950,248,113,6.3,40362,970
951,91,42,4.9,9285,0
952,1171,167,6.6,322395,11000
953,322,110,6.7,94407,0
954,80,33,6.0,9903,541
955,214,228,7.1,89351,5000
956,194,200,6.6,31890,0
957,37,56,6.9,4862,0
958,160,104,5.9,33887,919
959,569,144,6.6,97087,11000
960,620,521,7.6,317542,45000
961,18,28,5.0,2448,122
962,38,48,5.3,4486,0
963,160,101,5.7,24183,665
964,99,43,6.2,54723,0
965,162,157,6.6,77724,26000
966,133,75,7.8,70274,0
967,749,214,8.7,533200,28000
968,298,98,7.0,44979,0
969,64,101,6.0,25843,941
970,437,168,7.6,248123,10000
971,463,161,7.3,59982,5000
972,1189,409,6.3,184824,12000
973,3286,359,7.6,520104,10000
974,33,30,5.0,4961,251
975,46,8,7.0,3262,377
976,35,15,4.8,2308,550
977,14,14,6.4,1338,413
978,375,116,6.6,62584,0
979,1264,676,7.8,431578,81000
980,438,258,6.6,149922,0
981,185,52,7.0,33597,0
982,33,5,2.9,4398,141
983,245,263,7.1,111117,13000
984,14,10,5.8,480,172
985,942,239,7.2,217373,0
986,11,8,5.9,475,123
987,174,224,7.2,49207,30000
988,208,382,5.6,70838,18000
989,113,119,4.9,28629,0
990,8,12,4.7,285,51
991,85,71,6.9,6041,169
992,518,220,6.0,80903,0
993,178,248,6.5,95274,20000
994,156,191,7.0,152601,0
995,140,57,6.6,42315,0
996,1,1,8.3,30,70
997,207,81,5.3,61966,797
998,9,11,7.7,2097,23
999,627,371,6.9,172965,67000
1000,59,97,6.1,19230,0
1001,904,406,7.6,421658,58000
1002,172,112,6.9,17770,0
1003,142,166,5.5,31918,0
1004,41,24,6.4,2588,205
1005,75,117,6.5,47364,0
1006,224,208,5.4,53471,29000
1007,310,207,7.4,184795,22000
1008,108,223,6.3,36145,0
1009,3,7,3.7,458,381
1010,116,132,6.5,51326,8000
1011,39,58,5.3,7358,0
1012,439,549,7.3,205284,22000
1013,96,28,7.5,39508,0
1014,26,39,5.5,4247,266
1015,116,74,7.1,11047,1000
1016,293,221,4.3,59581,0
1017,354,85,6.6,31227,0
1018,124,90,6.4,22604,0
1019,278,88,6.8,52805,0
1020,998,211,4.7,92789,0
1021,5,13,3.4,485,284
1022,129,58,6.3,15091,0
1023,43,155,6.2,8924,0
1024,39,93,5.6,10417,610
1025,245,297,6.3,84118,13000
1026,376,287,5.6,76303,0
1027,184,148,7.4,74476,15000
1028,39,106,6.6,13762,0
1029,210,56,7.4,40277,0
1030,154,203,6.5,82804,15000
1031,64,121,5.8,19547,0
1032,48,107,5.7,8895,3000
1033,187,197,6.3,87768,12000
1034,691,397,6.6,158354,11000
1035,41,52,5.0,7098,0
1036,32,21,7.0,2770,471
1037,188,112,7.2,55513,0
1038,609,213,7.3,123558,19000
1039,86,46,7.0,7479,857
1040,89,68,6.5,12601,0
1041,56,18,7.3,5894,0
1042,8,5,7.5,3543,614
1043,20,22,5.9,7759,1000
1044,63,53,8.1,12631,0
1045,289,391,7.0,115216,44000
1046,3,3,6.6,91,144
1047,294,121,6.3,69534,0
1048,104,87,7.7,60460,14000
1049,276,120,6.7,74249,0
1050,69,160,6.8,9264,0
1051,126,129,5.5,63969,0
1052,182,79,6.8,94435,5000
1053,101,64,5.6,21833,0
1054,166,158,6.0,49671,11000
1055,1320,253,8.4,610333,37000
1056,141,67,4.8,11512,471
1057,126,79,5.8,26893,815
1058,102,60,6.7,10832,0
1059,345,72,6.0,122347,0
1060,128,51,6.1,35172,0
1061,83,136,6.3,43867,0
1062,19,14,6.8,544,65
1063,101,51,5.3,11709,650
1064,100,164,6.1,76791,0
1065,36,38,6.0,952,200
1066,84,129,6.4,15385,0
1067,33,55,6.9,6263,765
1068,235,97,8.1,40359,0
1069,74,65,5.7,4288,0
1070,377,487,7.8,237848,71000
1071,70,64,6.8,9611,864
1072,285,322,7.3,67797,30000
1073,19,102,7.3,4035,2000
1074,180,79,7.2,26730,2000
1075,176,76,4.8,26390,713
1076,3,10,7.3,139,52
1077,28,16,7.4,2801,1000
1078,1040,290,8.5,422432,18000
1079,1,8,4.9,514,158
1080,40,22,5.4,1618,63
1081,36,36,6.6,6375,265
1082,257,71,8.0,28951,0
1083,71,82,5.3,7988,0
1084,434,93,7.2,99033,0
1085,200,224,6.4,54601,23000
1086,81,38,6.4,9740,389
1087,100,70,5.9,10082,0
1088,788,166,6.4,72259,0
1089,671,222,6.7,70771,0
1090,104,132,6.2,32311,0
1091,556,153,6.5,151812,0
1092,187,196,6.3,114294,12000
1093,2,,7.4,56,32
1094,1344,294,7.2,245152,0
1095,166,53,5.8,48909,0
1096,235,81,7.2,126907,0
1097,35,28,7.3,2601,260
1098,16,60,6.3,4265,0
1099,20,35,3.1,5463,140
1100,110,222,7.0,21360,0
1101,64,19,5.7,4990,0
1102,229,189,7.0,36455,0
1103,141,91,7.1,46221,0
1104,56,,7.4,1465,515
1105,472,174,7.4,114797,0
1106,1168,302,8.2,461609,34000
1107,109,64,7.2,8509,420
1108,497,443,6.5,128306,37000
1109,268,124,6.4,21225,1000
1110,615,136,7.8,181749,0
1111,49,125,7.1,11744,0
1112,93,44,7.1,24145,0
1113,265,361,7.1,134625,40000
1114,1,5,7.6,101,221
1115,89,50,6.3,12677,414
1116,121,148,5.1,26767,0
1117,31,21,4.9,2701,153
1118,222,143,7.5,171792,12000
1119,161,270,6.5,101977,0
1120,17,19,5.5,1274,380
1121,17,14,4.0,859,369
1122,185,172,6.4,40568,18000
1123,68,169,4.9,16437,0
1124,22,4,7.5,7945,915
1125,539,251,6.8,55040,0
1126,1188,556,8.1,406020,190000
1127,30,26,6.7,6062,0
1128,109,49,6.6,9494,515
1129,521,148,2.3,37626,1000
1130,73,59,6.2,16562,697
1131,56,73,7.3,8708,345
1132,143,51,7.7,52846,0
1133,323,239,7.6,191998,0
1134,139,196,6.9,40862,15000
1135,119,71,4.8,19699,387
1136,9,8,4.5,719,128
1137,151,85,5.5,37681,0
1138,110,71,4.9,15740,1000
1139,760,149,8.7,680041,32000
1140,324,341,7.0,102125,10000
1141,232,69,5.9,62861,0
1142,175,90,7.7,19236,0
1143,403,173,5.5,41763,0
1144,332,349,6.9,210548,29000
1145,460,166,6.5,63677,0
1146,76,98,6.3,31323,0
1147,90,21,7.0,3167,456
1148,928,163,7.8,162037,0
1149,12,21,5.7,982,370
1150,149,88,7.3,34383,0
1151,25,88,6.5,7794,866
1152,180,127,5.5,42324,846
1153,150,78,6.1,32378,0
1154,229,280,6.4,117739,30000
1155,31,68,8.4,2673,116
1156,57,33,6.1,9296,458
1157,318,215,6.6,150764,0
1158,153,92,6.2,17333,0
1159,1055,289,7.5,405973,0
1160,387,340,6.9,353442,31000
1161,160,47,7.1,19194,0
1162,28,7,7.9,2948,3000
1163,2701,813,8.5,1144337,164000
1164,1,2,7.0,102,58
1165,2,3,5.0,34,87
1166,73,64,6.7,2932,121
1167,103,91,6.2,34338,0
1168,45,26,6.6,5025,701
1169,548,326,7.8,249688,93000
1170,57,84,5.2,5637,0
1171,214,75,6.8,43027,0
1172,84,61,6.3,62981,0
1173,101,149,7.4,27301,0
1174,713,274,7.0,212167,0
1175,1,2,6.5,110,72
1176,5,1,4.3,53,62
1177,31,54,6.4,5133,663
1178,486,74,5.4,12059,2000
1179,537,140,7.4,148490,0
1180,814,476,6.6,338087,61000
1181,189,128,5.6,39659,792
1182,132,75,4.8,47383,1000
1183,1367,645,7.9,637246,166000
1184,126,44,6.9,34427,0
1185,124,45,7.2,17277,0
1186,32,28,5.4,4191,0
1187,101,120,8.1,17813,0
1188,56,91,4.4,22838,0
1189,86,51,7.5,21254,788
1190,,,4.3,30,16
1191,121,70,7.4,12981,0
1192,89,195,7.2,12411,0
1193,77,105,7.4,7559,0
1194,125,94,7.9,38215,0
1195,507,202,7.8,262153,10000
1196,75,47,6.1,14066,352
1197,493,125,6.1,135601,0
1198,25,13,7.6,6429,10000
1199,753,490,7.3,362933,115000
1200,148,62,5.5,11003,654
1201,111,273,6.5,24557,13000
1202,58,131,6.4,4550,0
1203,347,298,5.9,92461,43000
1204,310,154,7.6,80961,7000
1205,3,63,6.4,979,257
1206,373,67,6.0,44248,0
1207,88,64,6.1,21542,977
1208,460,171,6.8,237248,0
1209,200,197,7.0,52421,0
1210,366,390,7.2,92237,25000
1211,410,253,5.9,131447,19000
1212,14,65,7.5,3302,13000
1213,26,5,4.3,6701,444
1214,90,42,4.9,5237,392
1215,346,167,7.5,70084,0
1216,112,43,6.8,30213,0
1217,26,65,6.5,5900,0
1218,44,43,6.2,3080,117
1219,29,10,7.0,1381,60
1220,335,203,7.0,76407,0
1221,65,29,5.9,5164,207
1222,209,31,7.3,6915,599
1223,102,90,5.9,18771,702
1224,262,158,5.9,65628,0
1225,309,91,6.1,144337,0
1226,380,82,7.6,131217,0
1227,79,97,5.8,29517,0
1228,290,223,4.8,53864,2000
1229,342,253,5.6,89770,39000
1230,75,112,5.9,15033,0
1231,107,142,8.1,81644,11000
1232,419,152,6.8,73068,0
1233,5,14,4.3,444,68
1234,140,194,6.9,61777,0
1235,350,124,7.2,170027,13000
1236,12,23,6.2,1904,332
1237,235,81,7.2,126916,0
1238,156,159,6.5,74630,13000
1239,836,548,8.0,266020,92000
1240,264,141,6.4,61490,0
1241,279,392,6.6,102728,16000
1242,25,57,5.1,2551,0
1243,38,19,3.9,1721,280
1244,1240,434,5.8,200022,71000
1245,166,226,6.3,56264,0
1246,75,129,4.6,7286,0
1247,1,1,7.8,6,53
1248,261,91,6.4,116762,0
1249,438,417,6.8,159198,38000
1250,140,157,8.1,64556,0
1251,154,175,6.1,124501,0
1252,211,203,6.5,97775,0
1253,202,62,5.6,10472,0
1254,247,94,7.7,26832,0
1255,56,112,7.0,19979,0
1256,116,73,5.2,15052,484
1257,21,34,6.6,1649,33
1258,193,117,6.2,101840,0
1259,14,11,3.5,801,358
1260,5,29,6.8,154,287
1261,38,41,4.0,3926,353
1262,75,70,5.4,3000,902
1263,214,203,6.8,48675,16000
1264,351,322,7.2,103589,35000
1265,196,133,6.5,63216,0
1266,665,469,6.8,264186,30000
1267,11,5,4.5,1642,0
1268,252,119,8.3,175607,0
1269,106,54,7.4,13467,0
1270,1902,392,6.2,383071,0
1271,85,98,5.5,16987,0
1272,69,136,6.7,15775,0
1273,383,80,2.8,30840,0
1274,546,85,6.6,101411,0
1275,1100,341,8.5,844052,49000
1276,129,34,7.6,6303,0
1277,36,5,6.9,2050,0
1278,112,37,3.1,9104,110
1279,375,486,7.3,145395,23000
1280,695,137,5.2,43991,0
1281,471,435,7.8,246698,64000
1282,96,44,6.3,27149,0
1283,69,130,6.7,4695,0
1284,199,149,7.1,24019,983
1285,184,211,6.2,41727,0
1286,28,121,6.7,2518,1000
1287,1959,673,7.3,701607,140000
1288,234,98,5.6,30667,0
1289,175,248,6.5,52888,0
1290,118,88,7.0,4117,0
1291,78,42,6.9,15885,0
1292,799,267,7.5,264318,0
1293,148,131,6.9,25332,0
1294,21,21,5.4,4288,517
1295,34,14,7.6,578,588
1296,524,174,5.7,89509,2000
1297,247,142,6.5,45900,0
1298,84,43,6.6,4285,456
1299,129,12,8.0,23181,6000
1300,108,145,4.1,16268,0
1301,216,106,7.0,44143,4000
1302,22,18,7.3,524,73
1303,944,221,4.4,76199,13000
1304,458,204,7.7,281649,21000
1305,13,5,6.2,993,998
1306,871,366,8.2,561773,28000
1307,235,151,6.3,88714,0
1308,157,196,6.5,80574,12000
1309,90,54,7.2,9808,1000
1310,50,34,7.3,9007,661
1311,51,6,7.0,12417,124
1312,25,16,7.4,1311,133
1313,1314,242,8.4,534262,39000
1314,131,149,4.6,27198,8000
1315,3054,723,7.9,886204,33000
1316,384,359,7.0,200647,24000
1317,66,45,3.6,9928,934
1318,801,308,7.3,190132,15000
1319,84,73,7.7,10672,802
1320,114,110,7.1,35514,15000
1321,13,25,5.4,3740,0
1322,156,61,7.7,63923,0
1323,89,170,5.7,57266,14000
1324,207,265,5.7,104072,15000
1325,101,238,6.7,36877,0
1326,21,36,6.5,3548,282
1327,17,39,5.9,2050,275
1328,376,145,7.7,172493,0
1329,,,6.9,31,0
1330,2054,352,8.5,873649,29000
1331,619,97,4.5,39788,0
1332,157,124,6.5,45895,1000
1333,232,107,5.5,27580,742
1334,322,371,7.6,145270,54000
1335,360,362,7.3,175960,43000
1336,1416,288,7.5,113152,0
1337,146,77,7.6,34520,0
1338,304,349,6.1,159868,45000
1339,140,97,5.6,9294,251
1340,817,186,7.6,269033,12000
1341,163,275,6.3,67893,18000
1342,44,38,7.4,6454,733
1343,248,190,5.8,52467,0
1344,224,85,7.8,30618,0
1345,365,60,7.9,101889,0
1346,49,54,8.1,9903,863
1347,145,95,7.2,34910,0
1348,11,2,5.0,299,29
1349,602,174,7.6,143137,10000
1350,506,157,7.8,261069,25000
1351,482,226,7.5,190490,26000
1352,662,187,7.6,188887,0
1353,33,9,7.7,6053,0
1354,48,191,7.2,23756,0
1355,88,146,7.2,24104,0
1356,258,376,6.4,114241,24000
1357,95,29,7.0,17982,1000
1358,115,62,5.8,44394,0
1359,118,87,6.6,12845,624
1360,1066,330,7.2,220475,20000
1361,32,37,6.1,6528,0
1362,31,33,6.3,2133,182
1363,255,177,5.9,99989,0
1364,69,42,6.3,32544,0
1365,135,165,6.1,40469,0
1366,209,225,6.3,56402,17000
1367,232,149,6.3,28584,675
1368,402,157,7.8,160776,0
1369,173,121,4.5,52052,0
1370,7,66,6.9,1920,1000
1371,336,355,7.7,181025,38000
1372,87,37,5.1,15939,0
1373,61,39,6.7,12666,629
1374,38,24,5.2,4866,969
1375,234,117,7.8,225122,0
1376,75,101,6.6,6549,934
1377,16,1,2.2,292,353
1378,290,225,4.2,30570,12000
1379,316,251,7.9,132149,5000
1380,79,185,6.8,31254,0
1381,339,147,7.2,92924,19000
1382,189,190,6.8,94892,0
1383,88,42,5.0,7159,247
1384,38,38,5.7,7242,0
1385,479,526,6.2,199039,82000
1386,44,91,7.1,9305,0
1387,451,344,6.4,75669,19000
1388,119,63,6.6,39306,0
1389,181,221,7.0,106111,49000
1390,27,20,5.7,2427,127
1391,93,68,6.0,42765,0
1392,524,411,6.8,155153,58000
1393,394,242,6.1,39690,0
1394,822,149,7.9,207287,15000
1395,1498,750,7.8,522030,80000
1396,383,265,7.0,141663,20000
1397,6,6,7.2,33,187
1398,153,128,5.9,48019,13000
1399,204,112,5.1,14962,704
1400,376,128,6.9,45031,0
1401,683,197,6.4,157519,2000
1402,262,120,5.9,25883,0
1403,256,59,3.7,36363,1000
1404,49,78,7.1,30587,3000
1405,321,33,8.4,70233,0
1406,95,47,5.6,40346,1000
1407,271,119,4.6,73539,0
1408,591,403,6.7,305008,52000
1409,64,119,7.8,28276,31000
1410,888,215,8.0,123090,4000
1411,836,299,7.6,293662,0
1412,63,12,7.2,983,100
1413,55,44,8.4,30434,5000
1414,117,65,5.0,15315,915
1415,237,278,7.3,112138,12000
1416,81,42,5.5,9868,217
1417,152,94,5.9,37479,0
1418,96,45,6.0,22797,0
1419,15,17,4.0,802,79
1420,216,202,6.9,54787,0
1421,22,66,5.6,1389,0
1422,1,2,6.8,90,139
1423,571,168,6.7,171568,0
1424,75,138,5.1,13026,0
1425,28,122,7.1,11347,5000
1426,48,63,4.1,4122,0
1427,117,44,6.8,41310,0
1428,279,363,7.0,68883,7000
1429,88,69,8.0,10718,691
1430,59,29,6.0,13279,0
1431,289,234,7.1,101386,0
1432,314,103,7.0,27766,0
1433,20,35,5.7,4091,987
1434,77,41,3.8,8176,272
1435,188,222,7.4,35137,10000
1436,31,90,6.2,2437,580
1437,1137,146,7.5,261317,20000
1438,626,334,7.8,583341,24000
1439,231,154,7.5,83786,0
1440,261,132,6.6,57038,0
1441,383,224,6.4,164608,10000
1442,23,30,7.8,9689,1000
1443,122,45,7.4,15978,15000
1444,87,43,6.8,83269,0
1445,90,54,5.3,6143,0
1446,225,290,7.1,92599,21000
1447,43,8,5.2,1434,27
1448,273,114,7.6,149108,0
1449,220,173,5.0,49888,25000
1450,57,88,6.9,10896,415
1451,40,19,4.5,2236,193
1452,187,70,6.4,18693,0
1453,95,159,6.9,13523,0
1454,128,77,5.4,42737,781
1455,84,168,5.9,60407,11000
1456,119,167,6.7,146019,0
1457,532,162,4.6,28589,0
1458,343,142,5.7,47573,881
1459,241,145,6.5,38438,0
1460,138,93,6.4,16215,401
1461,2113,271,8.1,809474,10000
1462,27,36,6.3,1591,75
1463,108,75,6.9,10018,0
1464,100,27,6.6,6484,1000
1465,138,38,7.3,39451,0
1466,784,199,6.6,181225,0
1467,8,,3.0,125,33
1468,560,196,5.4,71153,0
1469,24,30,6.5,1950,360
1470,605,207,6.8,97938,0
1471,638,66,8.0,129799,46000
1472,393,142,6.4,146134,0
1473,24,1,7.4,2258,763
1474,217,56,5.9,25193,2000
1475,862,197,7.8,225102,16000
1476,322,67,6.9,145257,0
1477,97,160,7.1,19147,0
1478,217,127,6.2,61321,0
1479,73,82,6.9,12160,307
1480,210,228,5.8,54101,15000
1481,19,10,7.2,744,1000
1482,424,147,5.6,65499,0
1483,816,235,8.0,350698,26000
1484,559,251,7.0,298590,0
1485,526,351,7.5,84070,0
1486,118,94,5.6,30255,743
1487,291,175,6.5,81334,0
1488,125,163,5.5,35888,0
1489,392,191,6.7,185338,0
1490,105,74,4.6,23408,810
1491,647,197,8.4,681857,14000
1492,128,87,7.4,13640,3000
1493,13,40,7.3,1290,587
1494,142,97,5.8,60326,2000
1495,331,180,7.3,92464,19000
1496,251,136,6.8,74957,0
1497,235,248,6.4,79855,0
1498,631,208,6.8,286178,0
1499,514,185,5.9,132954,0
1500,16,31,7.6,2482,0
1501,231,122,7.7,22145,756
1502,3,3,8.1,15,66
1503,169,174,6.5,163665,9000
1504,6,15,4.0,436,378
1505,452,143,6.8,59941,0
1506,789,145,7.0,315549,0
1507,157,72,4.9,7909,261
1508,192,69,7.5,54631,0
1509,752,134,7.2,175524,0
1510,391,166,8.3,623757,0
1511,93,37,6.5,17322,853
1512,212,233,5.7,47498,10000
1513,17,23,6.3,1354,523
1514,6,7,5.4,262,11
1515,159,16,6.0,14486,467
1516,103,80,7.2,9395,0
1517,107,103,5.1,44885,478
1518,91,82,5.6,8070,255
1519,86,67,7.5,29385,979
1520,236,121,5.5,30058,800
1521,37,103,4.9,5332,431
1522,171,84,5.7,92106,2000
1523,22,46,6.7,2792,371
1524,175,96,7.1,46951,0
1525,36,23,6.5,3513,423
1526,162,65,5.9,18973,0
1527,17,6,5.3,922,39
1528,119,130,6.0,35510,0
1529,1413,323,7.2,530870,11000
1530,447,363,7.0,118684,24000
1531,91,159,6.0,28621,11000
1532,2,,5.4,23,48
1533,545,341,7.0,248468,0
1534,75,69,7.5,14831,0
1535,53,24,2.8,2724,436
1536,650,149,9.0,790926,14000
1537,25,39,6.7,1966,97
1538,249,349,8.3,170155,60000
1539,172,95,7.5,15337,0
1540,2,,4.5,215,38
1541,93,51,6.3,4617,614
1542,194,156,6.0,76207,0
1543,74,81,6.5,27689,1000
1544,211,186,5.7,95437,9000
1545,165,160,7.3,37635,0
1546,248,98,6.6,63855,0
1547,111,177,6.0,28041,0
1548,46,18,4.3,1339,220
1549,211,230,6.4,166610,0
1550,392,209,6.2,86374,3000
1551,128,79,8.0,19026,0
1552,318,156,6.7,135404,0
1553,902,246,8.6,417971,28000
1554,91,114,6.6,18762,708
1555,49,30,5.3,8005,417
1556,215,105,6.5,28130,0
1557,118,232,6.9,36494,11000
1558,7,8,6.3,336,67
1559,259,306,7.4,124222,23000
1560,182,67,5.9,13010,0
1561,111,43,5.8,2618,411
1562,120,65,7.9,15277,1000
1563,30,74,4.5,1758,0
1564,1171,205,8.2,610568,29000
1565,47,88,4.4,19671,0
1566,1015,206,7.4,181737,10000
1567,12,25,6.0,1427,88
1568,176,203,5.6,75347,0
1569,113,61,7.4,10791,0
1570,127,201,7.2,32188,0
1571,228,118,7.2,71217,0
1572,3,1,6.2,292,14
1573,39,19,6.8,3665,247
1574,643,181,5.5,145350,0
1575,583,576,8.0,190030,30000
1576,89,52,7.4,12980,845
1577,34,25,6.0,709,139
1578,593,250,8.1,585659,0
1579,4,6,5.6,385,389
1580,374,144,5.9,29629,0
1581,258,159,5.5,19234,0
1582,44,24,3.4,1955,438
1583,189,37,6.6,200077,0
1584,2536,733,7.2,548573,118000
1585,452,391,7.4,270238,19000
1586,102,156,7.3,45580,18000
1587,219,359,7.4,68211,14000
1588,117,192,6.7,44208,0
1589,22,53,6.5,2646,535
1590,388,104,3.3,17309,612
1591,30,34,6.9,5275,508
1592,248,198,6.0,73368,0
1593,267,67,6.4,35312,0
1594,98,135,6.5,61269,0
1595,10,28,6.5,739,339
1596,83,27,7.7,42402,0
1597,207,140,5.6,62272,2000
1598,117,202,6.0,58752,21000
1599,12,10,3.4,761,566
1600,2,2,6.7,19,24
1601,53,50,6.4,7228,414
1602,2301,400,8.0,470501,0
1603,38,51,6.1,2953,480
1604,674,198,7.2,118483,0
1605,83,53,7.2,14112,619
1606,56,123,5.8,8885,0
1607,418,125,4.6,55398,891
1608,50,49,6.9,2670,311
1609,357,161,6.8,57811,0
1610,107,79,6.0,26849,3000
1611,316,134,6.4,130070,0
1612,918,378,5.7,242420,56000
1613,162,86,4.7,9361,378
1614,183,64,7.8,94139,0
1615,197,131,6.8,47203,0
1616,29,16,5.7,1245,0
1617,51,22,3.8,1321,238
1618,242,114,5.1,68417,0
1619,62,21,5.3,4996,843
1620,418,164,7.8,139432,0
1621,28,14,8.1,8739,0
1622,181,81,6.9,85362,0
1623,10,23,7.4,591,5000
1624,706,157,8.2,215340,16000
1625,102,51,6.7,5613,0
1626,364,148,7.5,87331,18000
1627,279,241,6.6,67824,0
1628,37,71,6.9,11191,0
1629,144,248,7.0,40618,0
1630,42,67,6.2,5664,921
1631,40,19,7.0,666,91
1632,55,15,5.2,21079,818
1633,189,102,6.8,9830,1000
1634,88,56,4.9,16260,296
1635,50,31,4.8,7354,0
1636,132,27,7.3,36624,0
1637,9,9,6.2,240,37
1638,365,120,7.8,75675,0
1639,212,46,5.9,22649,1000
1640,231,70,4.1,36491,509
1641,9,17,5.2,704,406
1642,1144,192,7.1,207613,4000
1643,193,238,6.4,30160,0
1644,296,111,7.4,73347,0
1645,742,141,7.1,103241,5000
1646,16,45,7.5,695,70
1647,18,15,4.5,870,76
1648,281,246,6.3,159931,22000
1649,355,90,4.6,16340,356
1650,61,74,5.6,12128,0
1651,436,250,6.5,69569,0
1652,10,2,5.7,763,135
1653,2685,478,8.3,980946,15000
1654,342,345,7.0,208422,3000
1655,1509,287,7.7,299127,0
1656,183,85,5.8,11388,652
1657,741,424,6.5,270226,57000
1658,49,45,4.3,5928,243
1659,23,52,6.9,1578,91
1660,2192,459,7.0,296787,0
1661,174,90,5.4,29285,0
1662,154,218,6.4,47988,35000
1663,1,1,5.2,15,9
1664,674,211,6.7,181058,0
1665,1,1,2.8,275,10
1666,147,75,7.7,33850,0
1667,438,161,6.7,89806,0
1668,174,61,5.6,15448,15000
1669,154,218,5.3,18566,0
1670,29,28,7.0,1524,166
1671,187,219,6.5,114553,0
1672,70,63,6.2,19774,355
1673,71,41,5.2,3701,903
1674,28,48,5.8,6025,0
1675,65,27,6.9,5786,573
1676,2814,406,7.1,179235,13000
1677,159,95,6.8,11101,633
1678,181,110,6.5,23302,1000
1679,190,106,5.5,15388,0
1680,2,3,7.2,57,88
1681,696,99,7.3,160511,11000
1682,29,29,6.2,5154,314
1683,394,127,6.6,160440,0
1684,307,412,7.2,93548,23000
1685,86,73,5.2,12570,771
1686,474,383,6.7,246803,108000
1687,133,68,7.2,38273,0
1688,673,205,4.4,38985,0
1689,162,264,5.9,47169,17000
1690,155,159,6.0,35654,20000
1691,410,151,5.1,93748,1000
1692,2326,775,7.0,456260,97000
1693,30,4,4.8,1524,31
1694,83,166,6.8,23323,10000
1695,329,232,7.9,90827,26000
1696,2,3,4.0,60,381
1697,289,112,6.4,161858,0
1698,166,135,7.7,24921,0
1699,109,75,7.0,6000,595
1700,44,80,7.3,14247,0
1701,19,47,5.1,3174,376
1702,150,66,8.0,29839,0
1703,42,20,6.0,17349,855
1704,214,187,6.6,69860,0
1705,66,113,5.2,8913,0
1706,308,66,2.1,19412,0
1707,408,71,7.0,59041,0
1708,171,57,7.2,25857,0
1709,600,231,6.2,126746,0
1710,245,183,7.2,142293,14000
1711,262,140,5.1,28606,0
1712,154,79,7.8,26310,0
1713,434,339,6.4,164238,33000
1714,90,166,6.5,62424,13000
1715,179,81,5.8,29661,0
1716,320,328,7.2,109873,33000
1717,113,203,6.7,85833,17000
1718,212,75,6.9,50311,0
1719,246,132,7.0,41313,0
1720,301,108,6.2,94049,0
1721,40,21,7.3,4313,612
1722,324,218,6.3,116994,35000
1723,737,191,5.8,142569,10000
1724,41,24,4.9,3803,68
1725,918,435,6.1,197584,42000
1726,89,62,4.4,4102,53
1727,398,228,5.4,107772,0
1728,78,61,6.4,3413,29
1729,42,18,7.4,15862,389
1730,18,40,4.7,2621,844
1731,32,100,7.4,4999,0
1732,57,107,5.4,16271,1000
1733,180,53,5.9,55350,0
1734,542,141,8.1,375240,0
1735,25,90,6.7,13443,0
1736,274,208,5.6,85237,18000
1737,20,36,5.2,2086,657
1738,308,173,6.1,120795,0
1739,299,226,7.4,114762,19000
1740,52,71,7.5,7143,865
1741,4,2,3.2,73,178
1742,116,99,6.4,21215,0
1743,,,8.1,335,22
1744,21,21,6.4,1727,46
1745,174,122,7.2,82232,0
1746,38,27,6.0,7663,694
1747,10,11,7.7,771,246
1748,213,94,7.4,21245,0
1749,110,20,6.3,12411,533
1750,6,5,5.3,485,107
1751,194,236,6.2,110073,0
1752,205,234,6.7,125036,22000
1753,540,191,6.1,87494,0
1754,340,163,6.3,156267,0
1755,25,78,4.7,2863,488
1756,203,274,7.3,173848,25000
1757,339,196,6.9,34191,0
1758,55,63,6.8,6276,16000
1759,467,267,7.4,188785,0
1760,239,63,6.2,48458,0
1761,75,52,5.3,12706,0
1762,181,84,5.4,58227,2000
1763,175,83,7.4,66966,0
1764,86,68,6.9,29994,0
1765,133,81,7.2,18520,0
1766,263,238,7.1,174248,0
1767,94,39,6.7,45798,1000
1768,46,81,6.7,4654,18000
1769,67,58,7.4,16828,0
1770,455,175,7.3,57661,0
1771,584,256,7.2,263853,0
1772,38,27,4.6,5612,842
1773,158,81,5.3,23076,1000
1774,423,239,5.4,104831,32000
1775,293,232,7.1,89383,0
1776,261,229,6.7,157051,29000
1777,68,161,4.0,13506,0
1778,48,118,7.1,18395,0
1779,52,15,6.5,10476,0
