id,film_id,person_id,role
5549,2684,3113,a
5550,4409,3115,a
5551,2452,3115,a
5552,3008,3115,a
5553,4452,3116,a
5554,4048,3116,a
5555,1988,3117,a
5556,1614,3117,a
5557,2279,3117,a
5558,2887,3117,a
5559,1842,3117,a
5560,1580,3117,a
5561,2992,3117,a
5562,3157,3117,a
5563,2998,3117,a
5564,2130,3117,a
5565,2366,3118,a
5566,671,3119,a
5567,3959,3120,a
5568,1614,3123,a
5569,4222,3125,a
5570,3975,3125,a
5571,3361,3126,a
5572,4163,3128,a
5573,1867,3130,a
5574,1516,3133,a
5575,1671,3135,a
5576,2577,3136,a
5577,567,3136,a
5578,887,3137,a
5579,1685,3138,a
5580,4939,3139,a
5581,4534,3140,a
5582,1050,3142,a
5583,1234,3142,a
5584,266,3142,a
5585,157,3142,a
5586,527,3142,a
5587,35,3142,a
5588,1515,3142,a
5589,2060,3142,a
5590,1945,3142,a
5591,659,3142,a
5592,1042,3142,a
5593,3170,3142,a
5594,2058,3142,a
5595,398,3142,a
5596,3880,3142,a
5597,124,3142,a
5598,484,3142,a
5599,211,3142,a
5600,146,3142,a
5601,304,3142,a
5602,240,3142,a
5603,1085,3142,a
5604,48,3142,a
5605,145,3142,a
5606,4896,3144,a
5607,4292,3145,a
5608,3621,3145,a
5609,4969,3146,a
5610,2609,3147,a
5611,1889,3148,a
5612,3706,3150,a
5613,2420,3151,a
5614,4371,3152,a
5615,4527,3152,a
5616,2139,3153,a
5617,3411,3153,a
5618,1222,3153,a
5619,3734,3153,a
5620,411,3153,a
5621,3166,3153,a
5622,3304,3155,a
5623,2666,3156,a
5624,4106,3157,a
5625,3860,3157,a
5626,1345,3158,a
5627,4604,3161,a
5628,5035,3163,a
5629,2886,3164,a
5630,2070,3165,a
5631,241,3167,a
5632,2448,3167,a
5633,1537,3167,a
5634,690,3168,a
5635,4320,3168,a
5636,3470,3169,a
5637,1450,3170,a
5638,1097,3170,a
5639,2120,3170,a
5640,2156,3172,a
5641,3919,3172,a
5642,2435,3172,a
5643,3423,3173,a
5644,1251,3174,a
5645,1703,3174,a
5646,4006,3175,a
5647,1025,3175,a
5648,4165,3176,a
5649,2075,3176,a
5650,4126,3176,a
5651,706,3178,a
5652,3183,3179,a
5653,3653,3179,a
5654,323,3180,a
5655,1879,3181,a
5656,2002,3183,a
5657,74,3184,a
5658,1428,3184,a
5659,2269,3184,a
5660,2392,3184,a
5661,4524,3185,a
5662,4611,3186,a
5663,1962,3187,a
5664,1554,3187,a
5665,2952,3187,a
5666,4757,3187,a
5667,4384,3187,a
5668,1157,3188,a
5669,420,3188,a
5670,2139,3188,a
5671,1906,3188,a
5672,1758,3188,a
5673,3823,3188,a
5674,3400,3188,a
5675,3061,3188,a
5676,3183,3189,a
5677,3848,3190,a
5678,3504,3191,a
5679,628,3191,a
5680,1500,3191,a
5681,4092,3191,a
5682,967,3193,a
5683,4539,3193,a
5684,315,3193,a
5685,591,3193,a
5686,4810,3194,a
5687,1711,3195,a
5688,3251,3195,a
5689,407,3197,a
5690,2062,3197,a
5691,223,3197,a
5692,331,3197,a
5693,252,3197,a
5694,1679,3197,a
5695,4999,3198,a
5696,1265,3199,a
5697,4344,3199,a
5698,840,3201,a
5699,4265,3201,a
5700,4698,3201,a
5701,4168,3202,a
5702,3813,3203,a
5703,833,3204,a
5704,3502,3205,a
5705,4679,3207,a
5706,4155,3209,a
5707,766,3210,a
5708,3823,3210,a
5709,2803,3211,a
5710,2887,3213,a
5711,2910,3213,a
5712,861,3213,a
5713,699,3213,a
5714,4824,3213,a
5715,2987,3213,a
5716,4296,3214,a
5717,2325,3214,a
5718,1295,3214,a
5719,1506,3215,a
5720,3221,3216,a
5721,2112,3216,a
5722,1145,3216,a
5723,1716,3216,a
5724,3265,3216,a
5725,3401,3216,a
5726,3523,3217,a
5727,1299,3217,a
5728,2619,3218,a
5729,2215,3219,a
5730,2796,3219,a
5731,3001,3219,a
5732,4689,3220,a
5733,3130,3221,a
5734,3833,3222,a
5735,4926,3224,a
5736,3820,3225,a
5737,4839,3226,a
5738,434,3228,a
5739,3539,3230,a
5740,2590,3232,a
5741,2552,3233,a
5742,2521,3234,a
5743,755,3234,a
5744,818,3234,a
5745,3927,3234,a
5746,2945,3234,a
5747,2801,3234,a
5748,595,3234,a
5749,3446,3234,a
5750,287,3234,a
5751,4228,3235,a
5752,3762,3236,a
5753,1094,3236,a
5754,718,3237,a
5755,533,3237,a
5756,1183,3240,a
5757,4181,3243,a
5758,4005,3243,a
5759,2950,3243,a
5760,1936,3243,a
5761,1003,3245,a
5762,3894,3245,a
5763,4944,3246,a
5764,4367,3247,a
5765,2364,3248,a
5766,514,3249,a
5767,32,3249,a
5768,110,3249,a
5769,4278,3249,a
5770,1216,3249,a
5771,2566,3249,a
5772,2865,3249,a
5773,7,3249,a
5774,1253,3249,a
5775,2451,3249,a
5776,162,3249,a
5777,3439,3249,a
5778,4558,3249,a
5779,3448,3249,a
5780,1356,3249,a
5781,1440,3249,a
5782,3464,3249,a
5783,1372,3249,a
5784,202,3249,a
5785,3462,3249,a
5786,1802,3249,a
5787,1910,3249,a
5788,155,3249,a
5789,754,3249,a
5790,994,3249,a
5791,2716,3249,a
5792,1613,3249,a
5793,1220,3249,a
5794,3382,3249,a
5795,3614,3249,a
5796,4029,3249,a
5797,1384,3251,a
5798,863,3251,a
5799,2833,3251,a
5800,3822,3251,a
5801,1466,3251,a
5802,2829,3252,a
5803,2252,3253,a
5804,2672,3253,a
5805,3339,3253,a
5806,739,3253,a
5807,4094,3254,a
5808,4788,3255,a
5809,4062,3256,a
5810,2649,3258,a
5811,2,3258,a
5812,1207,3258,a
5813,206,3258,a
5814,2118,3258,a
5815,14,3258,a
5816,4791,3259,a
5817,3767,3260,a
5818,3160,3261,a
5819,2645,3262,a
5820,4067,3262,a
5821,2014,3262,a
5822,4177,3264,a
5823,3428,3264,a
5824,4538,3265,a
5825,634,3266,a
5826,4133,3266,a
5827,432,3266,a
5828,1620,3266,a
5829,4647,3266,a
5830,91,3266,a
5831,3836,3267,a
5832,4975,3268,a
5833,3030,3268,a
5834,56,3269,a
5835,4958,3270,a
5836,3420,3271,a
5837,1826,3271,a
5838,664,3271,a
5839,4316,3271,a
5840,4217,3271,a
5841,3461,3271,a
5842,1221,3271,a
5843,3522,3272,a
5844,2843,3273,a
5845,1401,3273,a
5846,860,3273,a
5847,1993,3275,a
5848,4752,3275,a
5849,2099,3276,a
5850,4141,3279,a
5851,1951,3280,a
5852,1856,3280,a
5853,3723,3280,a
5854,2868,3281,a
5855,3514,3281,a
5856,4166,3281,a
5857,4823,3281,a
5858,2543,3281,a
5859,3108,3282,a
5860,1681,3283,a
5861,2307,3284,a
5862,1337,3285,a
5863,899,3285,a
5864,4262,3287,a
5865,1819,3287,a
5866,4868,3288,a
5867,2622,3289,a
5868,2802,3289,a
5869,2273,3290,a
5870,792,3293,a
5871,1512,3294,a
5872,1954,3295,a
5873,267,3296,a
5874,2867,3296,a
5875,3017,3297,a
5876,1039,3297,a
5877,4512,3297,a
5878,2203,3297,a
5879,2016,3297,a
5880,4208,3297,a
5881,1976,3297,a
5882,2671,3297,a
5883,3417,3297,a
5884,1964,3298,a
5885,4887,3299,a
5886,3800,3300,a
5887,4651,3300,a
5888,1073,3300,a
5889,2351,3301,a
5890,1262,3302,a
5891,3317,3303,a
5892,4761,3304,a
5893,3838,3305,a
5894,1783,3306,a
5895,505,3306,a
5896,2563,3307,a
5897,842,3307,a
5898,2560,3307,a
5899,2866,3307,a
5900,3391,3307,a
5901,2324,3307,a
5902,2961,3307,a
5903,273,3307,a
5904,3989,3307,a
5905,737,3307,a
5906,3199,3307,a
5907,525,3307,a
5908,3125,3307,a
5909,122,3307,a
5910,2022,3307,a
5911,2182,3307,a
5912,149,3307,a
5913,3285,3307,a
5914,1497,3308,a
5915,3132,3309,a
5916,3856,3311,a
5917,3058,3312,a
5918,2171,3312,a
5919,807,3312,a
5920,2771,3312,a
5921,923,3312,a
5922,112,3312,a
5923,4437,3313,a
5924,4445,3314,a
5925,3395,3314,a
5926,1764,3314,a
5927,2699,3314,a
5928,956,3314,a
5929,410,3314,a
5930,311,3314,a
5931,3053,3314,a
5932,4021,3314,a
5933,3563,3315,a
5934,1085,3317,a
5935,435,3317,a
5936,1802,3317,a
5937,1553,3317,a
5938,2639,3317,a
5939,1863,3317,a
5940,4331,3317,a
5941,1853,3317,a
5942,3385,3317,a
5943,2147,3317,a
5944,3855,3317,a
5945,220,3317,a
5946,1646,3317,a
5947,575,3317,a
5948,52,3317,a
5949,2874,3317,a
5950,2883,3317,a
5951,2820,3317,a
5952,3358,3317,a
5953,1689,3317,a
5954,4561,3319,a
5955,750,3320,a
5956,2597,3320,a
5957,1803,3321,a
5958,2994,3323,a
5959,4681,3324,a
5960,4751,3325,a
5961,2237,3328,a
5962,4252,3329,a
5963,1422,3330,a
5964,143,3330,a
5965,421,3330,a
5966,1536,3330,a
5967,2534,3331,a
5968,2524,3331,a
5969,1285,3332,a
5970,1179,3335,a
5971,1299,3335,a
5972,3330,3337,a
5973,751,3338,a
5974,971,3339,a
5975,1901,3339,a
5976,3567,3339,a
5977,1988,3340,a
5978,1716,3340,a
5979,2070,3343,a
5980,1322,3345,a
5981,2551,3345,a
5982,2264,3345,a
5983,1976,3345,a
5984,3234,3345,a
5985,4550,3346,a
5986,3662,3347,a
5987,1704,3348,a
5988,4827,3349,a
5989,2277,3350,a
5990,4343,3352,a
5991,3904,3353,a
5992,3831,3353,a
5993,1543,3353,a
5994,3973,3353,a
5995,296,3353,a
5996,842,3353,a
5997,687,3353,a
5998,239,3353,a
5999,3410,3354,a
6000,778,3354,a
6001,3981,3354,a
6002,1792,3354,a
6003,4318,3354,a
6004,1728,3354,a
6005,259,3354,a
6006,2462,3356,a
6007,533,3357,a
6008,174,3357,a
6009,2490,3357,a
6010,2788,3357,a
6011,4979,3359,a
6012,4869,3360,a
6013,4812,3363,a
6014,4548,3364,a
6015,4377,3365,a
6016,3855,3365,a
6017,4613,3366,a
6018,3844,3368,a
6019,3875,3370,a
6020,1388,3371,a
6021,3814,3371,a
6022,41,3371,a
6023,1346,3371,a
6024,2644,3371,a
6025,2097,3371,a
6026,1016,3371,a
6027,2295,3371,a
6028,1231,3371,a
6029,2500,3371,a
6030,812,3372,a
6031,32,3372,a
6032,517,3372,a
6033,2213,3372,a
6034,1018,3372,a
6035,39,3372,a
6036,4033,3372,a
6037,798,3372,a
6038,732,3372,a
6039,4580,3372,a
6040,3181,3372,a
6041,1734,3372,a
6042,1547,3372,a
6043,1286,3372,a
6044,162,3372,a
6045,3739,3372,a
6046,2708,3372,a
6047,1839,3372,a
6048,2110,3372,a
6049,7,3372,a
6050,1174,3372,a
6051,2430,3372,a
6052,847,3372,a
6053,346,3372,a
6054,3207,3372,a
6055,3462,3372,a
6056,4779,3372,a
6057,2072,3372,a
6058,2240,3374,a
6059,1422,3374,a
6060,1297,3374,a
6061,4600,3377,a
6062,3961,3378,a
6063,2465,3379,a
6064,3358,3380,a
6065,852,3383,a
6066,2535,3383,a
6067,3370,3385,a
6068,4317,3385,a
6069,3718,3387,a
6070,4889,3388,a
6071,4085,3389,a
6072,1039,3390,a
6073,132,3391,a
6074,4599,3392,a
6075,618,3396,a
6076,891,3397,a
6077,2380,3397,a
6078,3712,3397,a
6079,2543,3397,a
6080,4895,3397,a
6081,4257,3397,a
6082,4852,3399,a
6083,4468,3402,a
6084,575,3402,a
6085,100,3404,a
6086,686,3404,a
6087,3641,3404,a
6088,4016,3404,a
6089,24,3404,a
6090,21,3404,a
6091,4782,3404,a
6092,4054,3404,a
6093,5033,3405,a
6094,4870,3406,a
6095,1981,3409,a
6096,2198,3410,a
6097,567,3410,a
6098,3132,3412,a
6099,1474,3412,a
6100,947,3412,a
6101,4247,3412,a
6102,4060,3412,a
6103,4150,3412,a
6104,1944,3413,a
6105,3846,3414,a
6106,574,3415,a
6107,2601,3416,a
6108,2291,3416,a
6109,3000,3418,a
6110,1104,3420,a
6111,2004,3421,a
6112,4945,3422,a
6113,4874,3422,a
6114,4266,3422,a
6115,1934,3425,a
6116,849,3426,a
6117,1260,3426,a
6118,1131,3427,a
6119,4237,3428,a
6120,2225,3428,a
6121,4654,3428,a
6122,2195,3430,a
6123,3332,3431,a
6124,3770,3431,a
6125,395,3431,a
6126,1877,3433,a
6127,3720,3435,a
6128,3983,3436,a
6129,806,3437,a
6130,3568,3437,a
6131,1441,3438,a
6132,4294,3439,a
6133,1046,3439,a
6134,2779,3439,a
6135,857,3439,a
6136,4600,3439,a
6137,320,3439,a
6138,4605,3439,a
6139,2567,3440,a
6140,2620,3440,a
6141,4822,3440,a
6142,956,3440,a
6143,2225,3440,a
6144,2163,3440,a
6145,292,3440,a
6146,2650,3440,a
6147,2532,3440,a
6148,4722,3440,a
6149,4533,3440,a
6150,1834,3440,a
6151,2493,3440,a
6152,2440,3440,a
6153,2421,3440,a
6154,248,3441,a
6155,4778,3445,a
6156,4642,3446,a
6157,2214,3446,a
6158,3857,3448,a
6159,4996,3449,a
6160,2249,3450,a
6161,2530,3451,a
6162,4413,3451,a
6163,2804,3452,a
6164,3781,3452,a
6165,4364,3452,a
6166,4830,3453,a
6167,1216,3456,a
6168,3336,3457,a
6169,3642,3457,a
6170,1084,3457,a
6171,2246,3457,a
6172,2206,3457,a
6173,4019,3458,a
6174,4703,3458,a
6175,2329,3459,a
6176,413,3459,a
6177,3143,3459,a
6178,1301,3459,a
6179,1986,3459,a
6180,2621,3459,a
6181,4477,3460,a
6182,1132,3461,a
6183,557,3461,a
6184,2637,3461,a
6185,3403,3461,a
6186,2528,3461,a
6187,638,3461,a
6188,1056,3461,a
6189,519,3461,a
6190,120,3461,a
6191,3613,3461,a
6192,3121,3461,a
6193,4655,3462,a
6194,4616,3463,a
6195,427,3464,a
6196,2784,3464,a
6197,5019,3465,a
6198,4533,3466,a
6199,2421,3466,a
6200,2243,3466,a
6201,3995,3466,a
6202,3309,3467,a
6203,4828,3467,a
6204,4619,3468,a
6205,666,3469,a
6206,4308,3470,a
6207,734,3472,a
6208,1171,3473,a
6209,3234,3474,a
6210,2829,3476,a
6211,3286,3477,a
6212,4630,3478,a
6213,1664,3479,a
6214,1318,3480,a
6215,298,3481,a
6216,2765,3481,a
6217,1217,3481,a
6218,1726,3481,a
6219,4592,3482,a
6220,2221,3483,a
6221,1487,3484,a
6222,4556,3485,a
6223,3549,3486,a
6224,862,3487,a
6225,1123,3488,a
6226,1602,3488,a
6227,429,3488,a
6228,1538,3488,a
6229,2928,3489,a
6230,5012,3490,a
6231,3624,3491,a
6232,1214,3492,a
6233,4981,3494,a
6234,1128,3495,a
6235,2013,3495,a
6236,521,3495,a
6237,1935,3495,a
6238,1455,3495,a
6239,3862,3495,a
6240,3118,3495,a
6241,1779,3495,a
6242,1879,3495,a
6243,1450,3495,a
6244,1097,3495,a
6245,3018,3495,a
6246,1560,3495,a
6247,102,3495,a
6248,3425,3495,a
6249,4459,3495,a
6250,214,3495,a
6251,2651,3495,a
6252,686,3495,a
6253,1746,3495,a
6254,1851,3497,a
6255,2923,3497,a
6256,2862,3498,a
6257,2776,3499,a
6258,4630,3500,a
6259,4737,3501,a
6260,1747,3502,a
6261,3253,3503,a
6262,3050,3503,a
6263,2143,3503,a
6264,4713,3503,a
6265,3026,3504,a
6266,1359,3505,a
6267,4501,3505,a
6268,4112,3506,a
6269,2105,3507,a
6270,5009,3507,a
6271,3719,3507,a
6272,2834,3507,a
6273,3581,3507,a
6274,2478,3509,a
6275,895,3509,a
6276,1950,3512,a
6277,3444,3512,a
6278,3332,3512,a
6279,268,3512,a
6280,1798,3512,a
6281,4138,3513,a
6282,2680,3513,a
6283,3883,3513,a
6284,4237,3515,a
6285,3570,3515,a
6286,4914,3515,a
6287,3126,3515,a
6288,4612,3515,a
6289,1880,3515,a
6290,2702,3515,a
6291,3831,3516,a
6292,2573,3516,a
6293,1309,3516,a
6294,2439,3516,a
6295,3992,3516,a
6296,2338,3517,a
6297,444,3517,a
6298,1325,3517,a
6299,559,3517,a
6300,2666,3518,a
6301,809,3519,a
6302,3862,3519,a
6303,1952,3519,a
6304,46,3519,a
6305,300,3519,a
6306,1535,3519,a
6307,3118,3519,a
6308,620,3519,a
6309,725,3519,a
6310,680,3519,a
6311,4459,3519,a
6312,2141,3519,a
6313,2223,3519,a
6314,3018,3519,a
6315,1479,3519,a
6316,1788,3519,a
6317,318,3519,a
6318,2275,3519,a
6319,438,3519,a
6320,2964,3519,a
6321,1726,3519,a
6322,1035,3519,a
6323,2110,3519,a
6324,4312,3519,a
6325,1560,3519,a
6326,1154,3519,a
6327,4954,3521,a
6328,4856,3522,a
6329,5025,3523,a
6330,2176,3524,a
6331,2610,3525,a
6332,3168,3527,a
6333,4900,3528,a
6334,2227,3529,a
6335,4306,3532,a
6336,4610,3533,a
6337,4642,3534,a
6338,2619,3534,a
6339,1197,3534,a
6340,4795,3535,a
6341,2492,3537,a
6342,4487,3537,a
6343,3359,3537,a
6344,1288,3539,a
6345,669,3539,a
6346,3440,3539,a
6347,1550,3539,a
6348,2085,3539,a
6349,2196,3539,a
6350,3824,3539,a
6351,2182,3539,a
6352,739,3539,a
6353,2863,3539,a
6354,2191,3539,a
6355,2563,3539,a
6356,2940,3539,a
6357,1325,3539,a
6358,2229,3540,a
6359,530,3541,a
6360,4432,3543,a
6361,2165,3543,a
6362,3562,3543,a
6363,998,3543,a
6364,1218,3544,a
6365,4625,3546,a
6366,1897,3547,a
6367,2902,3547,a
6368,4573,3550,a
6369,1724,3551,a
6370,1438,3552,a
6371,3928,3553,a
6372,1586,3553,a
6373,4405,3555,a
6374,4388,3555,a
6375,5016,3556,a
6376,3961,3557,a
6377,1574,3558,a
6378,3996,3559,a
6379,1820,3559,a
6380,4481,3560,a
6381,4192,3561,a
6382,2048,3562,a
6383,3708,3562,a
6384,3735,3562,a
6385,4077,3562,a
6386,171,3562,a
6387,2851,3563,a
6388,1619,3563,a
6389,660,3564,a
6390,3678,3565,a
6391,579,3566,a
6392,3431,3567,a
6393,4420,3569,a
6394,4296,3569,a
6395,4354,3572,a
6396,3265,3573,a
6397,4683,3573,a
6398,2762,3575,a
6399,4836,3578,a
6400,4399,3578,a
6401,3683,3580,a
6402,3683,3582,a
6403,4679,3583,a
6404,3851,3584,a
6405,3658,3585,a
6406,1840,3585,a
6407,4522,3586,a
6408,3217,3587,a
6409,77,3587,a
6410,3606,3587,a
6411,3165,3587,a
6412,1263,3587,a
6413,4258,3588,a
6414,3574,3591,a
6415,3776,3591,a
6416,1175,3591,a
6417,1602,3591,a
6418,4795,3593,a
6419,5009,3594,a
6420,2031,3594,a
6421,404,3595,a
6422,2033,3596,a
6423,3292,3596,a
6424,517,3596,a
6425,342,3596,a
6426,1145,3596,a
6427,3449,3596,a
6428,394,3596,a
6429,1408,3596,a
6430,2028,3596,a
6431,3333,3596,a
6432,1164,3596,a
6433,2704,3596,a
6434,204,3596,a
6435,41,3596,a
6436,70,3596,a
6437,329,3596,a
6438,2236,3596,a
6439,2500,3596,a
6440,1049,3596,a
6441,3236,3596,a
6442,1359,3596,a
6443,2694,3596,a
6444,1921,3596,a
6445,2130,3596,a
6446,4099,3598,a
6447,4778,3600,a
6448,2292,3601,a
6449,4995,3602,a
6450,4022,3603,a
6451,3119,3603,a
6452,59,3605,a
6453,4425,3605,a
6454,722,3605,a
6455,4678,3605,a
6456,2308,3605,a
6457,4881,3606,a
6458,1350,3608,a
6459,2671,3608,a
6460,1996,3608,a
6461,1389,3608,a
6462,4697,3609,a
6463,3377,3611,a
6464,2217,3614,a
6465,4806,3616,a
6466,3229,3619,a
6467,1304,3619,a
6468,2365,3619,a
6469,647,3620,a
6470,1938,3620,a
6471,2858,3620,a
6472,885,3620,a
6473,713,3620,a
6474,577,3620,a
6475,1507,3621,a
6476,4299,3622,a
6477,3791,3623,a
6478,210,3624,a
6479,1594,3625,a
6480,1694,3625,a
6481,2624,3625,a
6482,277,3625,a
6483,1351,3625,a
6484,573,3625,a
6485,2408,3625,a
6486,3506,3625,a
6487,2991,3625,a
6488,1798,3626,a
6489,1365,3629,a
6490,1189,3630,a
6491,1202,3630,a
6492,2891,3632,a
6493,3802,3633,a
6494,4988,3635,a
6495,506,3636,a
6496,1730,3637,a
6497,4322,3638,a
6498,289,3639,a
6499,2966,3639,a
6500,2487,3639,a
6501,2575,3640,a
6502,3755,3640,a
6503,2594,3640,a
6504,278,3640,a
6505,3591,3640,a
6506,2504,3641,a
6507,873,3641,a
6508,497,3642,a
6509,2911,3643,a
6510,639,3643,a
6511,3214,3643,a
6512,2371,3644,a
6513,4479,3645,a
6514,4626,3646,a
6515,3519,3647,a
6516,1191,3648,a
6517,2837,3648,a
6518,3638,3648,a
6519,2608,3648,a
6520,913,3648,a
6521,2056,3648,a
6522,1695,3648,a
6523,3185,3648,a
6524,232,3648,a
6525,3453,3649,a
6526,966,3649,a
6527,3194,3649,a
6528,2104,3649,a
6529,2551,3649,a
6530,3296,3649,a
6531,3365,3652,a
6532,2842,3653,a
6533,1244,3653,a
6534,3188,3653,a
6535,3715,3653,a
6536,1776,3653,a
6537,571,3653,a
6538,3464,3653,a
6539,4558,3653,a
6540,2391,3653,a
6541,912,3653,a
6542,1627,3653,a
6543,1971,3653,a
6544,112,3653,a
6545,2841,3653,a
6546,691,3653,a
6547,677,3654,a
6548,4773,3655,a
6549,1973,3655,a
6550,2478,3655,a
6551,1741,3656,a
6552,2745,3657,a
6553,2483,3657,a
6554,3043,3657,a
6555,543,3657,a
6556,1747,3658,a
6557,2986,3658,a
6558,707,3658,a
6559,3845,3658,a
6560,458,3658,a
6561,4883,3658,a
6562,2384,3658,a
6563,2323,3658,a
6564,2711,3658,a
6565,3399,3658,a
6566,3155,3658,a
6567,4198,3658,a
6568,1323,3658,a
6569,3780,3658,a
6570,2152,3658,a
6571,3597,3659,a
6572,4786,3660,a
6573,4910,3660,a
6574,4775,3661,a
6575,1186,3662,a
6576,104,3662,a
6577,4271,3662,a
6578,48,3662,a
6579,4617,3662,a
6580,187,3662,a
6581,66,3662,a
6582,208,3662,a
6583,103,3662,a
6584,3550,3662,a
6585,2138,3662,a
6586,2150,3662,a
6587,762,3662,a
6588,4865,3662,a
6589,440,3662,a
6590,4687,3663,a
6591,3704,3664,a
6592,583,3665,a
6593,745,3665,a
6594,2031,3666,a
6595,4606,3667,a
6596,3146,3668,a
6597,3459,3669,a
6598,4408,3670,a
6599,3483,3673,a
6600,3452,3673,a
6601,2856,3673,a
6602,1076,3674,a
6603,3446,3674,a
6604,2007,3674,a
6605,4433,3675,a
6606,4561,3676,a
6607,2771,3677,a
6608,3510,3677,a
6609,1939,3678,a
6610,4017,3678,a
6611,2488,3679,a
6612,1538,3681,a
6613,1171,3681,a
6614,2991,3682,a
6615,3404,3682,a
6616,2762,3682,a
6617,3923,3682,a
6618,246,3684,a
6619,2821,3684,a
6620,4766,3685,a
6621,2459,3685,a
6622,605,3685,a
6623,4304,3685,a
6624,4309,3686,a
6625,1810,3686,a
6626,2115,3687,a
6627,2522,3689,a
6628,2091,3689,a
6629,4384,3689,a
6630,3009,3689,a
6631,518,3689,a
6632,3077,3689,a
6633,1255,3690,a
6634,2583,3691,a
6635,1723,3691,a
6636,967,3691,a
6637,156,3691,a
6638,136,3691,a
6639,2681,3691,a
6640,217,3691,a
6641,593,3691,a
6642,3782,3691,a
6643,1691,3691,a
6644,1370,3691,a
6645,2657,3691,a
6646,4989,3692,a
6647,2208,3694,a
6648,1507,3696,a
6649,1775,3697,a
6650,2010,3698,a
6651,4019,3703,a
6652,3412,3705,a
6653,1195,3705,a
6654,4493,3707,a
6655,2944,3708,a
6656,3178,3710,a
6657,1137,3710,a
6658,1742,3710,a
6659,532,3710,a
6660,3186,3710,a
6661,2219,3713,a
6662,2529,3714,a
6663,68,3714,a
6664,4298,3715,a
6665,736,3716,a
6666,1284,3717,a
6667,1502,3717,a
6668,4797,3719,a
6669,3267,3719,a
6670,4607,3720,a
6671,1261,3721,a
6672,4940,3722,a
6673,1274,3723,a
6674,1810,3723,a
6675,4539,3724,a
6676,598,3724,a
6677,449,3724,a
6678,838,3724,a
6679,370,3724,a
6680,3254,3725,a
6681,1458,3727,a
6682,4530,3729,a
6683,1659,3730,a
6684,2061,3732,a
6685,3134,3733,a
6686,285,3733,a
6687,3694,3734,a
6688,1011,3735,a
6689,4088,3736,a
6690,4249,3737,a
6691,4877,3738,a
6692,4194,3739,a
6693,3706,3740,a
6694,2484,3741,a
6695,4235,3741,a
6696,3743,3741,a
6697,3556,3742,a
6698,3964,3743,a
6699,2170,3744,a
6700,1698,3744,a
6701,2627,3745,a
6702,917,3746,a
6703,3127,3746,a
6704,824,3747,a
6705,2041,3747,a
6706,4457,3747,a
6707,2042,3747,a
6708,4234,3748,a
6709,3435,3748,a
6710,3766,3749,a
6711,1864,3750,a
6712,2658,3752,a
6713,2553,3753,a
6714,4425,3754,a
6715,3954,3756,a
6716,167,3757,a
6717,1917,3757,a
6718,1952,3757,a
6719,1035,3757,a
6720,73,3757,a
6721,1172,3757,a
6722,1150,3757,a
6723,865,3757,a
6724,438,3757,a
6725,1894,3757,a
6726,1925,3757,a
6727,1324,3757,a
6728,2494,3757,a
6729,3639,3760,a
6730,4106,3761,a
6731,2613,3762,a
6732,2339,3763,a
6733,1348,3763,a
6734,2983,3764,a
6735,4190,3765,a
6736,714,3766,a
6737,2149,3766,a
6738,3466,3768,a
6739,3362,3769,a
6740,3185,3770,a
6741,4135,3771,a
6742,4371,3774,a
6743,1127,3775,a
6744,625,3775,a
6745,1658,3775,a
6746,1354,3775,a
6747,750,3775,a
6748,3806,3775,a
6749,3853,3775,a
6750,2480,3775,a
6751,2030,3775,a
6752,455,3776,a
6753,2309,3776,a
6754,987,3776,a
6755,1739,3776,a
6756,1471,3776,a
6757,1489,3776,a
6758,55,3776,a
6759,2782,3776,a
6760,1888,3776,a
6761,420,3776,a
6762,2701,3776,a
6763,3605,3776,a
6764,3206,3776,a
6765,3272,3776,a
6766,3588,3776,a
6767,3885,3776,a
6768,3676,3776,a
6769,65,3776,a
6770,312,3776,a
6771,3400,3776,a
6772,2276,3776,a
6773,3406,3776,a
6774,3553,3776,a
6775,327,3776,a
6776,1728,3776,a
6777,1503,3776,a
6778,904,3776,a
6779,3620,3776,a
6780,2519,3776,a
6781,272,3776,a
6782,3792,3777,a
6783,2111,3778,a
6784,3243,3778,a
6785,407,3778,a
6786,4507,3780,a
6787,2145,3783,a
6788,1477,3783,a
6789,3404,3783,a
6790,3688,3783,a
6791,1573,3783,a
6792,4758,3783,a
6793,3357,3787,a
6794,1375,3790,a
6795,1912,3790,a
6796,4126,3792,a
6797,4432,3793,a
6798,471,3794,a
6799,602,3794,a
6800,3011,3795,a
6801,4753,3795,a
6802,3622,3795,a
6803,189,3795,a
6804,3721,3796,a
6805,3058,3796,a
6806,3830,3798,a
6807,2005,3800,a
6808,2690,3800,a
6809,1413,3800,a
6810,4843,3800,a
6811,1114,3800,a
6812,3248,3800,a
6813,312,3800,a
6814,1589,3801,a
6815,369,3801,a
6816,4709,3802,a
6817,3254,3803,a
6818,4090,3803,a
6819,3062,3803,a
6820,75,3804,a
6821,973,3804,a
6822,4436,3804,a
6823,106,3804,a
6824,556,3804,a
6825,2190,3804,a
6826,2237,3804,a
6827,2386,3804,a
6828,1265,3805,a
6829,2691,3805,a
6830,3516,3805,a
6831,2302,3805,a
6832,2336,3807,a
6833,4082,3807,a
6834,868,3808,a
6835,3867,3809,a
6836,4161,3809,a
6837,3345,3809,a
6838,725,3810,a
6839,3521,3811,a
6840,1275,3811,a
6841,86,3812,a
6842,3271,3814,a
