id,address,fun_facts
608,Grant Avenue between Sacramento and Washington,
609,Grant between Bush and Broadway,Driving shots
610,Grant between Bush and Market,
611,Grant between California and Washington,
612,Grant between Sacramento and Jack Kerouac Alley,
613,Grant between Union and Green,
614,Grant St. at Bush St.,Characters walk down street and it's totally wrecked from a massive earthquake
615,Grant Street at Pacific Avenue,
616,Green & Laguna Streets,
617,Green and Divisadero,
618,Green between Kearny and Montgomery,
619,Green St. & Grant Ave.,
620,Green Valley Restaurant (510 Green Street Near Grant),
621,Greenwich St at Battery St,
622,"Grove & Polk, thru Fulton & 6th, Masonic, 28th & 47th",
623,Haight St. at Central,
624,Hall of Justice,
625,Hall of Justice (850 Bryant Street),
626,Hamburger Haven,
627,Hamlin Hotel (385 Eddy Street),
628,Hancock School (940 Filbert Street),
629,Hang Ah Alley (Chinatown),
630,Harriet Alley,
631,Harriet Street between Bryant and Brannan Streets,
632,Harrison,Driving shots
633,Harrison & 20th,Driving shots
634,Harrison Street (The Embarcadero),
635,Harry's Bar on Fillmore,
636,Harvey Milk Plaza,
637,"Harvey Milk Plaza, 17th and Castro",
638,"Harvey Milk Rec Center, 50 Scott St.",
639,Hayes & Polk Streets (Civic Center),
640,Hayes Street at Laguna,
641,Hayes Street between Ashbury and Shrader,
642,"Hayes Valley Care (601 Laguna Street, Hayes Valley)",
643,Heald College,
644,Heron and Berwick Alleys,
645,Higher Grounds Coffee House,
646,Hills Brothers Plaza (Embarcadero at Harrison Street),
647,Hills Brothers Plaza (The Embarcadero at Harrison),
648,Hobart Building (582 Market Street),
649,Holiday Inn Select Downtown Hotel (750 Kearney Street),
650,Hooker Alley Garden on Mason between Bush & Pine,
651,Horace Mann School (3351 23rd Street),
652,Hotel Majestic (1500 Sutter Street),
653,Howard St. from Embarcadero to 11 St.,
654,Howard Street at Steuart Street,
655,Hunters Point,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937."
656,Huntington Park,
657,"Huntington Park (California & Taylor Streets, Nob Hill)",
658,Hyatt Fisherman's Wharf (555 Northpoint Street),
659,Hyatt Hotel (555 North Point St.),
660,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District)",
661,Hyatt Regency Hotel (5 Embarcadero Center),
662,Hyde at Union,
663,Hyde St. at Greenwich and Hyde St. at Lombard,"Characters walk to get a vantage point for Coit tower. 250 actors walking ""fleeing"" the city after earthquake"
664,Hyde Street & Lombard Street,
665,Hyde Street Cable Car,SF Cable Cars are the only moving National Historical Landmark.
666,Hyde Street Pier,
667,Ida B. Wells High School (1099 Hayes Street),"Ida B. Wells High School is named after the African-American journalist, suffragist and early leader in the Civil Rights Movement Ida B. Wells"
668,Ina Coolbrith Park (1700 Taylor Street),
669,"Infield Batting Cages, 1888 Clement Street",
670,"International Studies Academy (993 Vermont Street, Potrero Hill)",
671,Intersection of Broadway at Kearney,Driving shots
672,Intersection of California & Grant Streets (Richmond District),
673,Intersection of California at Polk,Driving shots
674,Intersection of Clay St. and Walter U Lum Plc,
675,Intersection of Columbus & Kearney Streets,
676,Intersection of Columbus & Mason Streets,
677,Intersection of Columbus and Kearny,
678,Intersection of Fulton & 6th Streets (Chinatown),
679,Intersection of Grant & Fresno Streets (North Beach),
680,Intersection of Lombard and Hyde,
681,Intersection of York & Peralta (Bernal Heights),
682,Irving St. at 9th Ave.,continuous driving shots of a taxi going with the flow of existing traffic
683,Ivy Street between Laguna and Gough Streets,
684,Jack Kerouac Alley between Columbus & Grant Streets,
685,Jackson St. at Spruce,
686,Jackson St. from Mason St. to Powell St.,
687,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park)","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden"
688,"Japanese Tea Garden, Hagiwara Tea Garden Drive, Golden Gate Park","The Japanese Hagiwara family invented ""Chinese"" fortune cookies in the tea-garden"
689,"Java House (Pier 40, Embarcadero)",
690,Jawbone at 99 Rhode Island St.,
691,Jefferson Square Park,
692,Jefferson St. at Powell St.,
693,John Muir Drive (Lake Merced),
694,John Shelley Drive John McLaren Park,
695,John St. between Powell and Mason,
696,Joice Street at Clay Street,
697,"Jonell's Bar, 401 Ellis",
698,Jones @ Broadway,
699,Jones & Pacific,
700,Jones Street at Bush,
701,"Julia Morgan Ballroom at the Merchant's Exchange Building, 465 California St.","An extremely popular location for weddings, the namesake of the ballroom was an architect most famous for her work on Hearst Castle."
702,Justin Herman Plaza,
703,Kansas St at 17th St.,
704,Kearney & Pine St.,
705,Kearney Street (Telegraph Hill),
706,Kearny & Pacific Streets,
707,Kearny Street between Broadway and Pacific Avenue,
708,Kennedy Hotel (226 Embarcadero at Howard Street),Hotel was destroyed in the 1989 Loma Prieta earthquake. Corporate headquarters for the Gap reside at the location today.
709,Kezar Pavillion,
710,"Kezar Stadium, Golden Gate Park",The stadium was demolished and completely rebuilt after sustaining damages in the 1898 Loma Prieta earthquake.
711,"KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District)",
712,Kohl Building (400 Montgomery Street),
713,Koshland Park,
714,La Bodega (1332 Grant Avenue at Vallejo),
715,La Rondalla (Valencia and 20th Streets),
716,"La Taqueria, 2889 Mission St.","The restaurant was given the honor of ""America's Best Burrito"" in 2014 by ESPN's FiveThirtyEight."
717,Lafayette Park (Pacific Heights),
718,Laguna & Sacramento Streets (Pacific Heights),
719,Laguna Honda Hospital,
720,"Laguna Honda Hospital, 375 Laguna Honda Blvd.",
721,Laguna Honda Hospital; 375 Laguna Honda Blvd.,
722,Lands End Trail at Eagles Point/ Lincoln Park Golf Course,The character of Steve McKee was based on actor Steve McQueen who studied with Bruce Lee in the later 60's.
723,"Larken Street Youth Services, 1138 Sutter Street",
724,Larkin & Chestnut Streets (Russian Hill),
725,Larkin & Francisco Streets (Russian Hill),
726,Larkin & Fulton,
727,Larkin & Hyde Streets,
728,Leavenworth at Green,
729,Leavenworth at Union,
730,Leavenworth from Filbert & Francisco St,
731,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin)","This is SF's only drawbridge, and was named after Francis Joseph ""Lefty"" O'Doul, a local baseball hero."
732,"Legion of Honor, 100 34th Ave","California Palace of the Legion of Honor was completed in 1924, and on Armistice Day of that year the doors opened to the public. In keeping with the wishes of the donors, to ‰ÛÏhonor the dead while serving the living,‰Û it was accepted by the city of San Francisco as a museum of fine arts dedicated to the memory of the 3,600 California men who had lost their lives on the battlefields of France during World War I."
733,"Li Po (916 Grant Avenue at Washington, Chinatown)",
734,"Li Po Lounge, 916 Grant Avenue",Li Po Cocktail Lounge was one of the Top 10 Dive Bars in San Francisco in 2011 by SF Weekly
735,Lincoln Park,The land on which the park stands was a cemetery until the late 1860s.
736,Linden Alley between Octavia and Gough Streets,
737,Lombard & Broderick Streets (Marina District),
738,Lombard & Divisadero Streets (Marina District),
739,Lombard & Fillmore Streets (Marina District),
740,Lombard & Hyde,
741,Lombard & Hyde Streets,
742,Lombard & Laguna Streets (Marina District),
743,Lombard at Hyde,
744,Lombard Street,Lombard Street is not actually the most crooked in SF. That honor goes to Potrero Hill's Vermont Street between 22nd and 23rd.
745,Lombard Street between Hyde and Leavenworth,
746,Love Street Vintage (1506 Haight & adjacent Haight sidewalk_,
747,Lower Haight Street,
748,Lucky Street,
749,Lusty Lady Bar (North Beach),
750,Lyon at Chestnut St.,
751,M.H. de Young Memorial Museum (Golden Gate Park),
752,"Macchiarini Steps, Kearny between Vallejo and Broadway",The namesake for the steps was an Italian-American California-based modernist jeweler and sculptor who pioneered avant-garde jewelry.
753,"Mad Dog Bar, 530 Haight Street","The character of Doris was originally a recurring role, but everyone on the team liked Lauren Weedman's performance so much that she became a full time regular during the second season."
754,"Magic Theater (Fort Mason, Golden Gate National Recreation Area)","Constructed in 1864 as a coastal defense site, Fort Mason went on to serve as an army post for more than 100 years."
755,Maiden Lane,
756,Maiden Lane between Kearny and Grant,
757,Mama's Restaurant (1701 Stockton),
758,Mandarin Theatre (1021 Grant Avenue),The Mandarin Theatre was renamed the Sun Sing Theatre in 1949. It closed 1986.
759,Manor West (750 Harrison St.),
760,Mansell & University Streets (Visitacion  Valley),
761,Marathon Plaza (303 2nd Street),
762,Marina Blvd from Laguna to Baker,
763,Marina Green,
764,Marina Green (Marina District),"Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition."
765,"Marina Green, Marina District","Before the 1906 earthquake, the land on which Marina Green sits was a tidal marsh, and rubble from the earthquake was dumped on the site. However, the site was filled in to provide land for the 1915 Panama-Pacific Exhibition."
766,"Marina Morrison Bridal, 30 Maiden Ln.",
767,Marine Fireman's Union Headquarters,
768,Mario's Bohemian Cigar Store (Washington Square),
769,"Mario's Café, 566 Columbus",
770,"Maritime Museum, Building 201 (Fort Mason)",
771,Mark Hopkins Hotel (999 California Street),The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.
772,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.
773,Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle),The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.
774,Market & 2nd Streets,
775,Market & Castro Street,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry."
776,Market & Church St.,
777,Market & Steuart Streets (Financial District),
778,Market at Mason,
779,Market between Stuart and Van Ness,Driving shots
780,Market St. at Embarcadero area,
781,Market St. overpass,Bicycle chase scene
782,Market Street,
783,Market Street (from 6th- 4th Streets),
784,Market Street Between Noe and Sanchez,
785,Marquee Lofts (1000 Van Ness Avenue at Alice B. Toklas Place),
786,Marriot Hotel (55 4th Street at Market),
787,"Marriott Marquis, 780 Mission Street","The Marriott Marquis opened on October 17, 1989, the day of the Loma Prieta earthquake.[7] With better earthquake proofing than several nearby hotels, the building only lost a single window.[7]"
788,Mason & California Streets (Nob Hill),
789,Mason & Sacramento St,
790,Mason and Pacific,
791,Mason St from Pine to Sacramento,
792,Mason Street @ Vallejo,
793,Mason Street at Jackson,
794,"Matching Half Café, 1799 McAllister Street",
795,McAllister & Scott Streets (Hayes Valley),
796,McAllister between Leavenworth and Hyde,
797,"McCovey Point, China Basin Park (24 Willy Mays Plaza)",
798,"McDonald's Restaurant (701 3rd Street, SOMA)",
799,McLaren Lodge,
800,McLaren Park (Visitacion  Valley),"McLaren Park is the 2nd largest park in San Francisco, after Golden Gate Park."
801,Mecca Restaurant (2029 Market Street),
802,"Mel's Drive-In (Corner of Van Ness & Mission Street, Mission District)",This restaurant location was demolished; however another Mel's was reopened in 1986 on 3355 Geary Blvd.
803,Mel's Drive-In (Corner South Van Ness & Mission St.),This restaurant location was demolished; however another Mel's was reopened in 1986 on 3355 Geary Blvd.
804,Merchant Exchange (465 California Street at Leidesdorff),
805,Merchant Exchange Building,
806,Merchant Exchange Building (465 California Street),
807,Miraloma Mall at Portola Frontage Road,
808,"Mirant Energy, LLC (1301 Illinois Street, The Dogpatch)",
809,Mission & Beal,
810,Mission & Fremont St,
811,Mission Arts Center,
812,"Mission Arts Center, 2450 Harrison Street",
813,Mission at 1st and 2nd,
814,Mission between 19th and 25th St.,
815,Mission between 3rd and 4th St.,
816,Mission Creek Harbor along Channel St.,
817,"Mission Dolores (3321 16th Street, Mission District)","Mission Dolores' official name is Mission San Francisco de Assis. It is the oldest building in San Francisco, built in 1791, and has survived two major earthquakes."
818,Mission Dolores Park (Mission District),"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA."
819,Mission Dolores Park (Mission District) via J-Church MUNI Train,"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA."
820,"Mission Dolores Park, 19th St. & Dolores St.","After the devastating earthquake of 1906, the park served as a refugee camp for more than 1600 families who lost their home in the disaster."
821,Mission Inn (5630 Mission St),
822,"Mission Neibhrohood Health Cetner, 240 Shotweel Street",
823,"Mission Rec Center, 2450 Harrison Street",
824,Mission San Juan Bautista (2nd & Mariposa Streets),
825,Mission St and 5th St,
826,"Mission St., Embarcadero, and Front between Clay and Market",
827,Mission Street,
828,Mission Street @ 22nd Street,
829,"Mission Thrift, 2330 Mission St.",
830,Mojito (1337-1339 Grant Avenue),
831,Montgomery & Market Streets,
832,Montgomery & Pine Streets (Financial District),
833,Montgomery & Vallejo Streets,
834,Montgomery & Vallejo Streets (Telegraph Hill),
835,Montgomery and Union St.,
836,Montgomery between California and Pine,
837,Montgomery between Green and Broadway,
838,Montgomery between Pacific and Broadway,
839,Montgomery Street at Post Street,
840,Montgomery Street at Union Street,
841,Montgomery/Green,
842,Moose's Restaurant (1652 Stockton),
843,Moscone Convention Center,
844,Motel Capri,
845,Mr. S Leather,
846,Mt. Davidson,Mt. Davidson is highest point in San Francisco (938 feet).
847,"Mt. Davidson Cross, Mt. Davidson","The cross sits at the highest point in San Francisco (938 feet). This version of the cross was erected in 1934.Though in Dirty Harry the cross is lit at night, the City stopped this practice in 1990."
848,Muddy Waters Coffee House,
849,"Muddy Waters, 521 Valencia Street",
850,"Mudpie, 2185 Fillmore Street",
851,Muni line N- Judah,
852,Muni Metro East (501 Cesar Chavez),
853,"Musee Mecanique, Fisherman's Wharf",An interactive museum consisting of 20th century penny arcade games and artifacts.
854,"Nam Yuen Restaurant (740 Washington Street, Chinatown)",
855,"Near Point Lobos, El Camino Del Mar",
856,"Neiman Marcus (150 Stockton Street, Union Square)",The City of Paris department store previously occupied the space that now houses Neiman Marcus. City of Paris' original rotunda and glass dome were incorporated into Neiman Marcus' design.
857,New Asia Restaurant (772 Pacific Avenue at Grant),
858,New Russian Hill Market (1198 Pacific Avenue at Jones),
859,New Taraval Café (1054 Taraval St.),
860,Nina M. Designs (52 2nd Street at Jessie),
861,Nob Hill,"Railroad tycoons like Leland Stanford (founder of Stanford University) lived in Nob Hill at the turn of the 20th Century. The 1906 earthquake completely destroyed Nob Hill, with the exception of the wall that surrounded the mansions of Stanford and his neighbor Mark Hopkins."
862,Nobles Alley,
863,North Beach,
864,North Beach Video (1398 Grant Avenue at Green),The video store has since moved to an adjacent location.
865,O'Farrell & Jones Streets,
866,Oasis Nightclub (298 11th St),
867,Ocean Beach,"On Jan. 25, 1878, the King Philip ship crashed in Ocean Beach. Occasionally, the ship's wreckage may be found on the beach-- most recently it was seen in 2007."
868,Ocean Beach @ Balboa,
869,Ocean Beach at Lincoln,
870,Ocean Beach at Point Lobos,
871,Ocean Beach Motel (2690 46th Ave.),
872,Ocean Park Motel,
873,Octavia & Hayes Streets (Hayes Valley),
874,Octavia at Grove Street,
875,Old St. Mary's Church (660 California Street at Grant),
876,"On Board the SS President Cleveland, docked at Pier 50",
877,One Embarcadero Center (Financial District),
878,One Thousand Powell Apartments (1000 Powell Street),
879,Orphan Andy's,
880,"Orphan Andy's, 3991 17th Street",
881,"Outpost Studios, 69 Green Street",
882,Pacific & Divisadero,
883,"Pacific Heights Towers (2200 Sacramento Street, Pacific Heights)",
884,Pacific Stock Exchange,
885,Pacific Stock Exchange (301 Pine Street at Sansome),
886,Palace of Fine Arts,
887,Palace of Fine Arts (3301 Lyon Street),"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965."
888,Palace of Fine Arts: 3306 Lyon St.,"Filming of ""Dyke's on Bikes"" and ""Dyke March"""
889,"Park 77 (now called The Lister Bar), 77 Cambon Dr, San Francisco, CA 94132","""Sticky Situation"""
890,Park Hill Sanatorium (351 Buena Vista Avenue East),This location is now a condominium complex.
891,Patricia's Green,
892,Pennsylvania Avenue at 19th Street,
893,"Philz Coffee, 1258 Minnesota Street",
894,Pier 1,
895,Pier 14,
896,Pier 14 San Francisco,
897,Pier 24,
898,Pier 3 (The Embarcadero),
899,Pier 33 (Embarcadero),
900,"Pier 38-40, The Embarcadero",
901,Pier 39,
902,Pier 39 (Fisherman's Wharf),
903,Pier 39 San Francisco,
904,Pier 41,
905,Pier 43,Bystanders watch as a tsunami crashes over them
906,Pier 43 1/2,
907,Pier 45,The famous Musee Mecanique is located on Pier 45
908,Pier 45 - Jeremiah O'Brien Liberty Ship,The SS Jeremiah O'Brien is a rare survivor of the invasion at Normandy on D-Day in WWII.
909,Pier 50,
910,Pier 50- end of the pier,
911,Pier 7 (The Embarcadero),
912,Pier 7/ Embarcadero,
913,Pier 96,
914,Pierce & California Streets (Pacific Heights),
915,Pierce St. & Golden Gate Avenue (Hayes Valley),
916,Pierce Street between Pacific & Green Streets,
917,Piers 30-32,
918,Pine and Leavenworth,
919,Pine between Kearney and Davis,Driving shots
920,Pine St. & Davis St,
921,Pine St. & Grant,
922,Pine St. between Market and Kearny,
923,Pine St. between Market and Montgomery,
924,Pioneer Park at Coit Tower,
925,Plate Shots SF streets various,
926,Players Arcade at Pier 39,
927,Pleasant Street at Taylor,
928,Point Lobos Avenue,
929,Polk & Larkin Streets,
930,Polk and Northpoint St.,
931,Port of San Francisco,
932,Portsmouth Square (Chinatown),In 1847 the first public school in California was erected on what would become Portsmouth Square.
933,Post & Jones St.,
934,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.
935,"Postcard Row, Alamo Square, Hayes Valley",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.
936,Potomac and Waller,
937,Potrero &San Bruno,
938,Potrero Hill,The most crooked street in San Francisco is actually Potrero Hill's Vermont Street between 20th St & 22nd St.
939,Potrero Hill Bathhouse & Feed Co. (199 Mississippi Street),
940,Potrero Hill Recreation Center (801 Arkansas Street),
941,Powell & California Streets,
942,Powell and Geary Streets (Union Square),"The pet shop featured in the film does not exist, but was based on the now-closed Robison's House of Pets formerly located on Maiden Lane."
943,Powell from Bush and Sutter,
944,Powell St at Geary St,
945,Powell St. at Market St.,
946,Powell St. from California St. to Sutter St.,
947,Powell St. from Geary to Sacramento,
948,Powell Street,
949,Presidio (Golden Gate National Recreation Area),"In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use."
950,Presidio Branch Library,
951,Presidio Church at 130 Fisher Loop,
952,"Presidio, Golden Gate National Recreation Area","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use."
953,Private alley along 20th St. between Tennessee and Minnesota,
954,Project Artaud (Florida Street),
955,Prudente's Italian Deli (1462 Grant Ave at Union),"Prudente's Italian Deli, which has since closed, is called ""Meats of the World"" in the film."
956,"Public Health Service Hospital (Presidio, Golden Gate National Recreation Area)","In 1776, Spain made the Presidio a fortified area. The area was then given to Mexico, but then given to the US in 1848. The 1994 demilitarization of the area in 1994 marked the end of its 219 years of military use."
957,Punjab,
958,"Punjab Café, 838 24th St.",
959,Rainforest Café (145 Jefferson Street),
960,"Ramada Plaza Hotel Downtown (1231 Market Street, Civic Center)",
961,Randall Museum,
962,Raw Hide II (280 Seventh Street),
963,Real Guitars,
964,"Red's Java House (Pier 30-32, The Embarcadero)",
965,Red's Java House (Pier 30),
966,Regency Building (1290 Sutter Street),
967,Ritz-Carlton Hotel (600 Stockton Street),
968,Roaring Twenties Nightclub (555 Broadway at Columbus),
969,Rocco's Corner (Columbus Street),
970,Romain St.,Bicycle chase scene
971,Romolo Place @ Fresno St.,
972,Roof of Cable Car (California at Front Street),SF Cable Cars are the only moving National Historical Landmark.
973,Ross Alley (Chinatown),Ross Alley is the oldest alley in San Francisco.
974,Roxie Theater (3117 16th St.),
975,"Royan Hotel (405 Valencia Street, Mission District)",
976,S. Van Ness,Driving shots
977,S.S. Jeremiah O'Brien,
978,Sacramento & Front St.,
979,Sacramento & Hyde Streets (Nob Hill),
980,Sacramento & Montgomery Streets,
981,Sacramento & Washington Streets,
982,"Sacramento St., Between Pierce & Broderick Streets",
983,Saints Peter & Paul Church,
984,"Saks Fifth Avenue (384 Post Street, Union Square)",
985,"Sam Jordan's Bar and Grill, 4004 3rd St, San Francisco, CA 94124","""Gettin' Jigger With It,"" Named after it's founder who was a light-heavyweight boxing champion, Navy veteran, activist and first African-American to run for Mayor (coming in 3rd out of 8), this was also the first African-American owned bar and received historic landmark status in 2013."
986,San Bruno and Alameda,
987,San Francisco - Oakland Bay Bridge,
988,San Francisco Airport,
989,San Francisco Art Institute (800 Chestnut Street),
990,"San Francisco Art Institute, 800 Chestnut",
991,San Francisco Bay,
992,San Francisco Chronicle (901 Mission Street at 15th Street),The San Francisco Zodiac Killer of the late 1960s sent his notes and letters to the Chronicle's offices.
993,San Francisco City Hall,The museum party interiors were shot in the Historic San Francisco City Hall.
994,"San Francisco City Hall, 1 Dr. Carlton B. Goodlett Pl.","Many films have shot scene in and around the building including Raiders of the Lost Ark, Invasion of the Body Snatchers, Dirty Harry, The Towering Inferno, A View to a Kill and most recently, Milk. The Christmas party scene for this show was shot in the Rotunda."
995,San Francisco Drydock (20th and Illinois Streets),
996,San Francisco Drydock (The Dogpatch),
997,"San Francisco Fire Station 38 (2150 California Street, Pacific Heights)",
998,San Francisco General Hospital,
999,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.
1000,San Francisco Hilton (333 O'Farrell Street),
1001,San Francisco International Airport,SFO has a museum dedicated to aviation history.
1002,"San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center)",
1003,San Francisco Public Library Main Branch (100 Larkin Street),
1004,San Francisco Zoo (2701 Sloat Blvd.),
1005,Sanchez/Cumberland steps and sidewalks,
1006,Sansome (Washington to Bush) Pine (Davis to Kearny) Bush: Kearny to Battery,
1007,Sansome Street (The Embarcadero),
1008,SF Chronicle Building (901 Mission St),
1009,SF City Hall Polk Street Steps,
1010,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.
1011,"SF Zoo, 2945 Sloat Blvd",
1012,SFO International Airport Terminal 3,
1013,"Sheraton Palace Hotel (2 Montgomery Street, Financial District)","The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909."
1014,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909."
1015,"Silver Restaurant (737 Washington Street, Chinatown)",
1016,skyline/ exterior scenes,
1017,Sokoji-Soto Zen Buddhist Temple (1691 Laguna Street),
1018,Sound Factory (1st and Harrison Streets),
1019,South Park,
1020,"South Park (Between 2nd and 3rd Streets, Brannan and Bryant Streets)",
1021,Southern Pacific Memorial Hospital (1400 Fell Street),
1022,"Sparky's Diner, 242 Church Street",
1023,SPECS' Twelve Adler Museum Café,
1024,Spofford between Clay and Washington,
1025,Spofford between Washington and Clay,
1026,"Spreckels Mansion (2080 Washington Street, Pacific Heights)",
1027,Spring Valley School (1451 Jackson Street),
1028,"St Regis Hotel, 125 3rd Street",
1029,St. Elizabeth Apartment House (901 Powell Street at Sacramento),
1030,St. Francis Episcopal Church (399 San Fernando Way),
1031,St. Francis Fountain,
1032,St. John's Presbyterian Church (25 Lake Street),
1033,St. Mary's Square Park,
1034,"St. Paul's Church (Church Street, Noe Valley)",
1035,"St. Peter & Paul's Church (666 Filbert Street, Washington Square)","Though Marilyn Monroe and Joe DiMaggio were not allowed to be married at the Church (DiMaggio had married his first wife at the Church but was divorced), the couple returned to the steps of the Church for photos, following their City Hall nuptials."
1036,"Stage Work, 47 Julian St.",
1037,Stanyan & Belgrave,
1038,Star's Café (55 Golden Gate Avenue at Van Ness),
1039,Starbucks at 333 O'Farrell St.,
1040,"State Garage, 818 Leavenworth",
1041,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species."
1042,Stevenson Alley,
1043,Stockton & Clay St,
1044,Stockton Tunnel (Stockton Street at Sutter Street),"Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area."
1045,"Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, Chinatown)","Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area."
1046,Sue Bierman Park,
1047,Surf Theater (4520 Irving Street),
1048,Sutro Baths,
1049,Sutro Baths (Point Lobos Avenue),
1050,Sutter & Baker Streets,
1051,Sutter & Buchannan Streets,
1052,Sutter & Webster Streets,
1053,Sutter Stockton Garage,
1054,"Sutter Stockton Garage, 444 Stockton",
1055,Sutter Street between Powell and Mason,
1056,Sutter-Stockton Garage (330 Sutter Street at Stockton),Garage roof serves as a heliport in the movie
1057,Sutter-Stockton Garage (444  Stockton),
1058,Swedenborgian Church (2107 Lyon Street),
1059,Tank Hill Park,
1060,Taylor & Green St.,
1061,Taylor & Vallejo Streets (Russian Hill),
1062,Taylor and Jefferson Streets (Fisherman's Wharf),
1063,Taylor and Union,
1064,Taylor St. from Broadway to Filbert,
1065,Telegraph Hill,"Largely untouched by the 1906 earthquake, Telegraph Hill has the most pre-1870 buildings in the city."
1066,Telegraph Hill Blvd (Telegraph Hill),
1067,Terry A. Francois Blvd.,
1068,Texas & 19th Streets (Potrero Hill),
1069,"The 500 Club (500 Guerrero Street, Mission District)",
1070,The Barbary Coast,"The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establishments out of business."
1071,The Café at 2369 Market St.,
1072,"The Cannery (281 Leavenworth Street, Fisherman's Wharf)",
1073,The Castro,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry."
1074,"The Castro Theater, 429 Castro St.",
1075,"The Drew School, 2901 California",
1076,The Embarcadero,
1077,The Embarcadero/ Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters."
1078,The Embarcadero/Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters."
1079,"The End Up, 401 6th Streeet",
1080,The Fairmont,
1081,The Ferry Building,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters."
1082,The Final Final (2990 Baker Street),
1083,"The Holding Company (now called Patriot House Pub), 2 Embarcadero Ctr, San Francisco, CA 94111","""Loose Lips Loose Tips"""
1084,The Lexington Club (3464 19th Street at Lexington),
1085,The Magazine at 920 Larkin,
1086,The Malloch Apartment Building (1360 Montgomery Street),
1087,The Marsh Theatre (1062 Valencia Street),
1088,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)",The theater closed in 1985.
1089,The Ramp Restaurant,
1090,The Royal Oak,
1091,The Saloon (1232 Grant Avenue),
1092,The San Francisco Bay,
1093,The San Francisco School (300 Gavin St.),
1094,The Sea Captain's Chest (Fisherman's Wharf),
1095,The Stud,
1096,"The Stud, 399 9th Street",
1097,The Tamalpais Building (1201 Greenwich Street at Hyde),
1098,"The Walden House, Buena Vista Park","Established in 1867, Buena Vista Park is the oldest official park in San Francisco."
1099,"The Women's Building, 3543 18th St.","The mural painted outside the building was painted by 7 women artists including Juana Alicia, Miranda Bergman and Meera Desai. The computer lab scene was filmed inside the building."
1100,"Tiburon Hiking Trail, Tiburon, CA",
1101,Tonga Room,
1102,"Tonga Room, Fairmont Hotel, 950 Mason Street",
1103,Tonic,
1104,"Tosca Café (242 Columbus Avenue, North Beach)",
1105,Tosca Café (242 Columbus Avenue),
